	1.169434	-0.075989
	1.136169	-0.004578
	1.193237	-0.072021
	1.138000	-0.025330
	1.145325	-0.050659
	1.146545	-0.051575
	1.134644	-0.025940
	1.252136	-0.048828
	1.076660	-0.060120
	1.248169	-0.023193
	1.093750	-0.072021
	1.144714	-0.020752
	1.237793	-0.048523
	1.151123	-0.066528
	1.204224	0.009766
	1.083069	-0.097656
	1.225586	0.007324
	1.118469	-0.068359
	1.165466	-0.043640
	1.192932	-0.028381
	1.148071	-0.060730
	1.170349	-0.028381
	1.149597	-0.046997
	1.170654	-0.060730
	1.184082	-0.029602
	1.101074	-0.063782
	1.235352	-0.040894
	1.091614	-0.038452
	1.109314	-0.079651
	1.230164	-0.000916
	1.086121	-0.081787
	1.237183	-0.011597
	1.088562	-0.063171
	1.196289	-0.046082
	1.106873	-0.032654
	1.246338	-0.062561
	1.222534	-0.018616
	1.141968	-0.060425
	1.249390	-0.043030
	1.128845	-0.039368
	1.165771	-0.043030
	1.132507	-0.046692
	1.239014	-0.021057
	1.128235	-0.075684
	1.130981	-0.016174
	1.179504	-0.063477
	1.163025	-0.029907
	1.170044	-0.039062
	1.175232	-0.071106
	1.141357	-0.018005
	1.239319	-0.072632
	1.096802	-0.031738
	1.180115	-0.043945
	1.164246	-0.042114
	1.136475	-0.042725
	1.241760	-0.034180
	1.075745	-0.066528
	1.201172	-0.005493
	1.148682	-0.086975
	1.206055	-0.018311
	1.154480	-0.062256
	1.126709	-0.066223
	1.211853	-0.013428
	1.123047	-0.077515
	1.150818	0.002441
	1.226501	-0.064087
	1.149292	-0.030518
	1.146851	-0.027161
	1.152344	-0.055542
	1.123657	-0.035706
	1.212463	-0.043030
	1.124268	-0.072327
	1.271362	-0.003967
	1.124573	-0.079041
	1.180115	-0.018005
	1.165771	-0.036011
	1.159363	-0.076599
	1.226196	0.015564
	1.120300	-0.103455
	1.156006	0.008240
	1.144409	-0.066833
	1.184998	-0.054016
	1.164856	-0.022278
	1.136169	-0.082397
	1.141663	-0.027771
	1.242981	-0.045166
	1.141052	-0.064697
	1.211548	-0.006104
	1.089172	-0.069275
	1.192627	-0.027771
	1.206055	-0.020752
	1.117859	-0.089722
	1.229553	0.016479
	1.103210	-0.110779
	1.185913	-0.006104
	1.153259	-0.063782
	1.211243	-0.069580
	1.155396	-0.005188
	1.123352	-0.085449
	1.168823	-0.015564
	1.171875	-0.045776
	1.147461	-0.058594
	1.238098	-0.009460
	1.103516	-0.068970
	1.139221	-0.044556
	1.187134	-0.026550
	1.091614	-0.095825
	1.210022	0.010986
	1.107483	-0.097961
	1.250610	-0.016785
	1.094360	-0.039368
	1.181335	-0.068054
	1.214600	0.010376
	1.231689	-0.085449
	1.201477	-0.019226
	1.083069	-0.047913
	1.283569	-0.055542
	1.119995	-0.028992
	1.198730	-0.043030
	1.115723	-0.059814
	1.269226	-0.018616
	1.086731	-0.088501
	1.158447	-0.021362
	1.193542	-0.063171
	1.203613	-0.051575
	1.171265	-0.019531
	1.081543	-0.081177
	1.202087	-0.012512
	1.147766	-0.065613
	1.207886	-0.036316
	1.145935	-0.043030
	1.199646	-0.045776
	1.172180	-0.053101
	1.138611	-0.034180
	1.154785	-0.057678
	1.172791	-0.012207
	1.196899	-0.062256
	1.231995	-0.032654
	1.094971	-0.032654
	1.201172	-0.064697
	1.102295	-0.019226
	1.202698	-0.070496
	1.188354	-0.024109
	1.093750	-0.050659
	1.265869	-0.043945
	1.080017	-0.049438
	1.199951	-0.031433
	1.136475	-0.062256
	1.234436	-0.033875
	1.140137	-0.057678
	1.228027	-0.036621
	1.183777	-0.036011
	1.125488	-0.060120
	1.211853	-0.029907
	1.098633	-0.066528
	1.265564	-0.020447
	1.089172	-0.062256
	1.222229	-0.039368
	1.055298	-0.060120
	1.252136	-0.039062
	1.155396	-0.057373
	1.194458	-0.039978
	1.147766	-0.039368
	1.212463	-0.045166
	1.170959	-0.032654
	1.173706	-0.049133
	1.217346	-0.030823
	1.068420	-0.069580
	1.262207	-0.029602
	1.139221	-0.072327
	1.209412	-0.028381
	1.070251	-0.068970
	1.237793	-0.035095
	1.105347	-0.052490
	1.163330	-0.046692
	1.195068	-0.032654
	1.199036	-0.057068
	1.148376	-0.032654
	1.119995	-0.057068
	1.262512	-0.035706
	1.121216	-0.063477
	1.233826	-0.037842
	1.111755	-0.064697
	1.254883	-0.021362
	1.044312	-0.061035
	1.182556	-0.027161
	1.218872	-0.047607
	1.186829	-0.047302
	1.121826	-0.037231
	1.139832	-0.061340
	1.268005	-0.038452
	1.141968	-0.054932
	1.207886	-0.040588
	1.134644	-0.046082
	1.174011	-0.040894
	1.078796	-0.056458
	1.185608	-0.026245
	1.195374	-0.068054
	1.116638	-0.025635
	1.135559	-0.065613
	1.184692	-0.047302
	1.130676	-0.025330
	1.184998	-0.076904
	1.137390	-0.018616
	1.249084	-0.066528
	1.115417	-0.028687
	1.099854	-0.048218
	1.235657	-0.049133
	1.079102	-0.043030
	1.200562	-0.024109
	1.138306	-0.065002
	1.233215	-0.014648
	1.186523	-0.061340
	1.169739	-0.047302
	1.220398	-0.032349
	1.123047	-0.075684
	1.216736	-0.016785
	1.128845	-0.072937
	1.199646	-0.029297
	1.129150	-0.047913
	1.219788	-0.036926
	1.159058	-0.045471
	1.127930	-0.036011
	1.152039	-0.062866
	1.174927	-0.031128
	1.163025	-0.061951
	1.221008	-0.039673
	1.120605	-0.045166
	1.257324	-0.065308
	1.078796	-0.025635
	1.150513	-0.059509
	1.242676	-0.021057
	1.085205	-0.052185
	1.220703	-0.024414
	1.108398	-0.049744
	1.253357	-0.034180
	1.102905	-0.059204
	1.148376	-0.048828
	1.165466	-0.051270
	1.187744	-0.050659
	1.203918	-0.040283
	1.109009	-0.044861
	1.208496	-0.030823
	1.156616	-0.052185
	1.195374	-0.018921
	1.146851	-0.067444
	1.151123	-0.021057
	1.169128	-0.071106
	1.124878	-0.039978
	1.141052	-0.048218
	1.211548	-0.058899
	1.097717	-0.035400
	1.257324	-0.046387
	1.139832	-0.039368
	1.165161	-0.043030
	1.149292	-0.044556
	1.096191	-0.052185
	1.264038	-0.025330
	1.130066	-0.081787
	1.253052	-0.012207
	1.124268	-0.078735
	1.143188	-0.032959
	1.195984	-0.045776
	1.233826	-0.059509
	1.226196	-0.021667
	1.125793	-0.057678
	1.131287	-0.023499
	1.186829	-0.048828
	1.157227	-0.035706
	1.199646	-0.042114
	1.123352	-0.047302
	1.125183	-0.063782
	1.224060	-0.026245
	1.064758	-0.083008
	1.260071	-0.021667
	1.124573	-0.067749
	1.206970	-0.033569
	1.154175	-0.029297
	1.136780	-0.061035
	1.230164	-0.002747
	1.145935	-0.073547
	1.203308	-0.016785
	1.131592	-0.060425
	1.181641	-0.048218
	1.163330	-0.045166
	1.115417	-0.043335
	1.141052	-0.059509
	1.185913	-0.028381
	1.146240	-0.060425
	1.209717	-0.023193
	1.033020	-0.040894
	1.217346	-0.048828
	1.174316	-0.020142
	1.141968	-0.068054
	1.218262	-0.016479
	1.067810	-0.080566
	1.231689	-0.028687
	1.124573	-0.071106
	1.227722	-0.047302
	1.157837	-0.045166
	1.185608	-0.041809
	1.173401	-0.038757
	1.215820	-0.036621
	1.219788	-0.041199
	1.091003	-0.047302
	1.200867	-0.031128
	1.172180	-0.057373
	1.214294	-0.023499
	1.175537	-0.064697
	1.165466	-0.019226
	1.164551	-0.063171
	1.106567	-0.038147
	1.175232	-0.046997
	1.239624	-0.057678
	1.092224	-0.034180
	1.188049	-0.044861
	1.122742	-0.039062
	1.248474	-0.039368
	1.130066	-0.042419
	1.083984	-0.041504
	1.263733	-0.022888
	1.134644	-0.082092
	1.183167	-0.012207
	1.121521	-0.086365
	1.175537	-0.011902
	1.160889	-0.052490
	1.134949	-0.062561
	1.179504	-0.011292
	1.189880	-0.080872
	1.090088	-0.007629
	1.197205	-0.052795
	1.139526	-0.050659
	1.173706	-0.024414
	1.180420	-0.054932
	1.121521	-0.043030
	1.246338	-0.028076
	1.106873	-0.092468
	1.185303	0.008240
	1.135254	-0.085144
	1.180420	-0.030212
	1.185913	-0.034180
	1.157532	-0.079041
	1.141968	0.010376
	1.184692	-0.095215
	1.122437	-0.014648
	1.183472	-0.049133
	1.151123	-0.067444
	1.141052	-0.012512
	1.174927	-0.069580
	1.108398	-0.042725
	1.229858	-0.010681
	1.079712	-0.093384
	1.234436	0.013123
	1.146851	-0.074158
	1.154785	-0.043030
	1.200256	-0.003967
	1.164551	-0.111694
	1.151123	0.035095
	1.138611	-0.090332
	1.199036	-0.029602
	1.156616	-0.028992
	1.126099	-0.079346
	1.155701	-0.003967
	1.218262	-0.062256
	1.103516	-0.056152
	1.180115	-0.002136
	1.127319	-0.095215
	1.235657	-0.005798
	1.115417	-0.051880
	1.132507	-0.072327
	1.227722	0.024719
	1.123352	-0.122986
	1.169739	0.020142
	1.127014	-0.080566
	1.196594	-0.052185
	1.155701	-0.003662
	1.146545	-0.094910
	1.158752	-0.010681
	1.189880	-0.055847
	1.141968	-0.062561
	1.160889	-0.003052
	1.132202	-0.081787
	1.205750	-0.026550
	1.126709	-0.031433
	1.165466	-0.084839
	1.228943	0.020752
	1.107483	-0.108337
	1.224365	-0.002747
	1.054993	-0.050049
	1.217957	-0.063171
	1.160583	-0.006714
	1.174622	-0.087891
	1.221008	-0.021667
	1.096802	-0.057678
	1.157532	-0.056763
	1.165161	-0.025635
	1.257629	-0.055542
	1.149292	-0.050659
	1.072998	-0.018311
	1.201477	-0.087891
	1.192322	-0.003662
	1.081848	-0.073547
	1.220093	-0.034485
	1.110840	-0.025940
	1.223145	-0.072937
	1.125793	-0.014648
	1.215820	-0.069580
	1.189575	-0.033875
	1.115112	-0.033875
	1.288452	-0.046387
	1.116333	-0.047607
	1.216736	-0.033875
	1.138000	-0.072021
	1.227722	-0.014343
	1.121521	-0.077209
	1.150513	-0.028992
	1.182861	-0.037537
	1.178589	-0.065308
	1.240845	-0.024109
	1.117249	-0.071106
	1.141357	-0.032349
	1.133728	-0.047913
	1.269531	-0.047913
	1.120300	-0.053101
	1.149902	-0.036316
	1.184387	-0.057983
	1.142578	-0.019836
	1.188354	-0.071106
	1.187439	-0.031128
	1.146851	-0.042114
	1.184998	-0.061646
	1.105652	-0.016479
	1.250610	-0.069275
	1.134644	-0.012512
	1.120911	-0.051270
	1.243896	-0.038147
	1.083679	-0.045471
	1.202087	-0.038147
	1.082458	-0.065918
	1.221313	-0.023804
	1.152954	-0.074158
	1.198120	-0.044861
	1.165771	-0.042725
	1.168823	-0.054932
	1.225891	-0.017090
	1.093750	-0.068359
	1.235046	-0.019226
	1.166687	-0.056763
	1.207275	-0.036621
	1.119690	-0.053406
	1.181946	-0.033569
	1.195984	-0.062256
	1.124878	-0.026245
	1.157532	-0.062256
	1.196289	-0.041199
	1.134644	-0.040894
	1.220398	-0.053711
	1.089478	-0.020142
	1.180725	-0.064087
	1.148987	-0.024719
	1.110535	-0.057678
	1.282349	-0.032043
	1.093750	-0.060425
	1.207275	-0.029907
	1.072083	-0.068359
	1.224060	-0.044556
	1.186523	-0.058899
	1.216736	-0.042419
	1.147461	-0.043945
	1.167908	-0.048523
	1.207275	-0.023804
	1.067505	-0.058594
	1.283569	-0.027466
	1.131897	-0.059509
	1.212158	-0.031433
	1.095581	-0.061646
	1.215515	-0.040894
	1.107178	-0.060425
	1.150818	-0.047607
	1.183777	-0.050049
	1.195374	-0.040588
	1.141968	-0.036926
